Lat,Lng,Heading,Accuracy,WaypointIndex
59.3469433626713,18.0724054109473,329.726135253906,25.0,0
59.3469433626713,18.0724054109473,313.939819335938,25.0,0
59.3469433626713,18.0724054109473,341.22412109375,25.0,0
59.3469433626713,18.0724054109473,336.141082763672,25.0,0
59.3469433626713,18.0724054109473,332.065063476562,25.0,0
59.3469433626713,18.0724054109473,260.326568603516,25.0,0
59.3469433626713,18.0724054109473,233.227584838867,25.0,0
59.3469433626713,18.0724054109473,148.748504638672,25.0,0
59.3469433626713,18.0724054109473,146.403686523438,25.0,0
59.3469433626713,18.0724054109473,149.524459838867,25.0,0
59.3469433626713,18.0724054109473,128.23811340332,25.0,0
59.3469433626713,18.0724054109473,126.075820922852,25.0,0
59.3469433626713,18.0724054109473,123.463356018066,25.0,0
59.3469433626713,18.0724054109473,122.916160583496,25.0,0
59.3469433626713,18.0724054109473,144.522583007812,25.0,0
59.3469433626713,18.0724054109473,133.483383178711,25.0,0
59.3469433626713,18.0724054109473,70.784294128418,25.0,0
59.3469433626713,18.0724054109473,59.4932670593262,25.0,0
59.3469433626713,18.0724054109473,85.5564575195312,25.0,0
59.3469433626713,18.0724054109473,96.3415679931641,25.0,0
59.3469433626713,18.0724054109473,115.566596984863,25.0,0
59.3469433626713,18.0724054109473,242.594772338867,25.0,0
59.3469433626713,18.0724054109473,192.114990234375,25.0,0
59.3469433626713,18.0724054109473,117.905143737793,25.0,0
59.3469433626713,18.0724054109473,76.4659194946289,25.0,0
59.3469433626713,18.0724054109473,106.669372558594,25.0,0
59.3469433626713,18.0724054109473,148.245559692383,25.0,0
59.3469433626713,18.0724054109473,183.343795776367,25.0,0
59.3469433626713,18.0724054109473,93.2753677368164,25.0,0
59.3469433626713,18.0724054109473,99.3813018798828,25.0,0
59.3469410576479,18.0724851228465,49.7873382568359,25.0,0
59.3469469668896,18.0725130345841,18.5181732177734,25.0,0
59.3469552230643,18.0725372582842,20.9901390075684,30.0,0
59.3469648622529,18.0725587997754,21.0141983032227,30.0,0
59.3469739985274,18.0725797545333,72.6312026977539,30.0,0
59.3469923548953,18.0726916529407,115.913352966309,35.0046563624153,0
59.3470062688546,18.0728039704432,125.985801696777,40.2410907725438,0
59.3470162014098,18.0729028769006,109.448364257812,40.7651170544271,0
59.3470246252225,18.0729949940164,101.361610412598,36.2831845436036,0
59.3470241642178,18.0730760470201,88.2839431762695,33.3179593805858,0
59.3470209371851,18.0731477122922,118.944885253906,32.0400399714344,0
59.3470034190075,18.0732006859203,188.644912719727,33.2420370382783,0
59.3469674606429,18.0732471216638,144.272171020508,35.5074104262968,0
59.3469501520128,18.073281990381,138.819244384766,25.0,0
59.346935944687,18.0733172781934,134.602172851562,25.0,0
59.3469197257043,18.073342591541,199.602279663086,25.0,0
59.3469048059167,18.0733684078027,196.78450012207,25.0,0
59.3468922749714,18.0733900331129,173.823318481445,33.8382067607218,0
59.3468830967875,18.0734104011376,132.518524169922,33.9008881353145,0
59.3468721584038,18.0734323617239,151.878631591797,32.9093783826423,0
59.3468533410312,18.0734486226161,149.76872253418,30.0,0
59.3468190590472,18.0734456051309,127.429344177246,30.0,0
59.3467991101177,18.0734330322762,134.722778320312,10.0,0
59.3467792030977,18.0734131671657,209.706268310547,10.0,0
59.3467559014068,18.073390368389,222.13264465332,10.0,0
59.3467313843401,18.0733554996718,249.003067016602,25.0,0
59.3467064062686,18.0733285099436,244.85107421875,25.0,0
59.3466803804593,18.0733021907677,204.242141723633,25.0,0
59.346661102082,18.0732762906869,226.99609375,25.0,0
59.3466384290339,18.0732496362348,234.169204711914,25.0,0
59.3466191506566,18.0732232332398,201.322952270508,25.0,0
59.3466036022262,18.0731993448158,192.00309753418,25.0,0
59.3465910293715,18.0731786415149,190.632736206055,25.0,0
59.346574097927,18.0731624644418,188.427658081055,25.0,0
59.3465751037554,18.0731599498708,186.345840454102,25.0,0
59.3465717509942,18.0731602013279,190.104476928711,25.0,0
59.3465669733094,18.0731600336899,206.90673828125,25.0,0
59.3465625309007,18.0731582734902,194.306015014648,25.0,0
59.346558004673,18.0731536634435,195.388366699219,25.0,0
59.3465566635684,18.0731487181206,224.531753540039,25.0,0
59.3465578370349,18.0731361452658,251.585891723633,25.0,0
59.3465601420583,18.0731146875937,264.179443359375,25.0,0
59.3465667218523,18.0730858538468,209.935562133789,25.0,0
59.3465714995371,18.0730569362809,274.547576904297,25.0,0
59.3465769477741,18.0730271805246,261.47509765625,25.0,0
59.3465815578209,18.0729976762254,252.432983398438,25.0,0
59.3465853296773,18.0729686748405,250.487945556641,25.0,0
59.3465884309815,18.0729364883323,262.242919921875,25.0,0
59.3465917837427,18.0729016196151,264.163818359375,25.0,0
59.3465943402232,18.0728693492879,267.180603027344,25.0,0
59.3465968128846,18.072837917151,265.160186767578,25.0,0
59.3465984892653,18.0728049762715,262.505310058594,25.0,0
59.3465994950937,18.0727761425246,259.353637695312,25.0,0
59.3465991598175,18.0727478116919,258.652648925781,25.0,0
59.3465976091654,18.0727169662882,258.983062744141,25.0,0
59.3465980701701,18.0726881325413,264.120452880859,25.0,0
59.3465995789127,18.0726616457273,263.79248046875,25.0,0
59.3466008361982,18.0726287048478,261.832672119141,25.0,0
59.3466015067504,18.0725955963303,265.091796875,25.0,0
59.3466038955928,18.0725680198689,259.7802734375,25.0,0
59.3466101820202,18.0725453887303,239.592224121094,25.0,0
59.3466151692526,18.0725191533734,235.245132446289,25.0,0
59.3466176000045,18.0724968575109,238.956573486328,25.0,0
59.3466177676426,18.0724749807437,241.335098266602,25.0,0
59.3466150854336,18.0724541936238,241.494201660156,25.0,0
59.3466103077487,18.0724359210749,240.900054931641,25.0,0
59.3466046918736,18.0724190734495,219.89892578125,25.0,1
59.3465997046412,18.0724039860238,221.084320068359,25.0,1
59.3465909455524,18.0723855458368,239.046356201172,25.0,1
59.3465797557117,18.0723655969073,231.967147827148,25.0,1
59.3465680210472,18.0723505933006,188.45539855957,25.0,1
59.3465572922112,18.0723415408452,184.485900878906,25.0,1
59.3465493294032,18.0723363440652,180.300216674805,25.0,1
59.3465394806669,18.0723320692946,201.248489379883,25.0,1
59.3465241836937,18.0723258666862,208.669952392578,25.0,1
59.3465110241057,18.0723192449827,213.420974731445,25.0,1
59.3464993732603,18.0723090190609,201.187881469727,25.0,1
59.3464872614102,18.0722952727397,198.515396118164,25.0,1
59.3464738922746,18.0722821969707,203.016906738281,25.0,1
59.3464616127865,18.0722708814014,216.369277954102,25.0,1
59.3464489980222,18.0722608231176,217.349227905273,25.0,1
59.3464356288867,18.0722467415203,215.863327026367,25.0,1
59.3464210443751,18.072230145352,221.376892089844,25.0,1
59.3464038614736,18.0722105316986,208.465286254883,25.0,1
59.3463891931431,18.0721915047784,208.12956237793,25.0,1
59.3463767460169,18.0721776746382,216.599884033203,25.0,1
59.3463635026099,18.072166694345,215.047912597656,25.0,1
59.3463477865414,18.0721567198802,203.904663085938,25.0,1
59.3463326572062,18.0721485894342,201.894729614258,25.0,1
59.3463143846573,18.0721406266262,213.081268310547,25.0,1
59.3462973693938,18.0721329152752,196.653213500977,25.0,1
59.3462794740306,18.0721267126669,236.825317382812,25.0,1
59.3462606566579,18.0721238628198,248.477935791016,25.0,1
59.3462420069234,18.0721247848292,214.744781494141,25.0,1
59.3462253269361,18.0721209291537,205.443771362305,25.0,1
59.3462113291578,18.0721148103644,211.411590576172,25.0,1
59.3461956130893,18.072097962739,254.784393310547,25.0,1
59.3461780949117,18.0720827076752,203.589416503906,25.0,1
59.3461619597481,18.0720707215537,197.578384399414,25.0,1
59.3461478781508,18.0720620043744,200.650115966797,25.0,1
59.346136604491,18.0720553826709,210.104782104492,25.0,1
59.3461271329404,18.0720485095103,210.922485351562,25.0,1
59.346116697471,18.0720498506148,219.222900390625,25.0,1
59.3461056752683,18.0720552988519,230.85823059082,25.0,1
59.3460925575898,18.0720550473948,228.852249145508,25.0,1
59.3460822059394,18.072047838958,183.509262084961,25.0,1
59.3460719800176,18.0720395408739,169.037490844727,25.0,1
59.3460620893718,18.0720279738475,185.068313598633,5.0,1
59.3460524082736,18.0720165744592,189.019638061523,5.0,2
59.3460379075812,18.0720078572799,182.027969360352,5.0,2
59.3460205570416,18.07199486533,186.980987548828,5.0,2
59.3460075650917,18.0719845555891,153.646697998047,5.0,2
59.3459972134413,18.0719776824285,131.997863769531,25.0,2
59.3459851435007,18.0719720665534,133.222076416016,25.0,2
59.345971439089,18.0719706416298,146.579620361328,25.0,2
59.345958279501,18.0719723180105,145.605163574219,25.0,2
59.3459447008179,18.0719759222288,126.663383483887,25.0,2
59.3459296972112,18.0719838850368,119.881652832031,25.0,2
59.3459156575234,18.0719969608058,122.105445861816,25.0,2
59.3459037133114,18.0720137246121,123.848335266113,25.0,2
59.3458935712085,18.0720356851984,128.681930541992,25.0,2
59.3458839320199,18.0720569752325,114.207931518555,25.0,2
59.345873706098,18.0720773432572,119.01717376709,25.0,2
59.3458632706286,18.0721000582148,129.52995300293,25.0,2
59.3458519550593,18.0721246171911,135.13688659668,25.0,2
59.3458404299424,18.0721470806916,143.49153137207,25.0,2
59.3458294496493,18.0721702147444,115.745994567871,25.0,2
59.3458196428226,18.0721899122168,121.833709716797,25.0,2
59.3458117219241,18.0722109507938,131.033187866211,5.0,2
59.3458031304733,18.0722323246469,134.976715087891,5.0,2
59.3457933236466,18.0722501781006,126.203880310059,5.0,2
59.345782552901,18.0722674448211,106.782928466797,25.0,2
59.3457722012506,18.0722894892265,52.7622718811035,25.0,2
59.3457632745237,18.0723105278034,352.124237060547,25.0,2
59.3457556889014,18.0723272916098,321.629638671875,25.0,2
59.3457488157408,18.0723459832539,104.341117858887,25.0,2
59.3457393022807,18.0723655969073,146.341445922852,25.0,2
59.3457305851014,18.072380768152,278.838836669922,25.0,2
59.3457238376693,18.0723908264358,328.962127685547,25.0,2
59.3457188923465,18.0723986216058,294.240142822266,25.0,2
59.3457113486336,18.0724127032031,153.385635375977,25.0,2
59.3457013322593,18.0724304728378,132.05500793457,25.0,2
59.3456923636229,18.07244933212,125.270195007324,25.0,2
59.3456835207151,18.0724689457734,115.728256225586,25.0,2
59.345674091074,18.0724878050555,121.699508666992,25.0,2
59.3456671760039,18.0725050717761,120.093688964844,25.0,2
59.3456606800289,18.0725304689427,114.197257995605,25.0,2
59.3456544774206,18.0725589674134,116.54029083252,25.0,2
59.3456478557171,18.0725862924178,102.11589050293,25.0,2
59.3456385518046,18.0726164672692,97.9324111938477,25.0,2
59.3456280744256,18.0726467259397,129.347366333008,25.0,2
59.3456190219702,18.0726753082295,122.88321685791,25.0,2
59.3456123583571,18.0726976040919,122.177955627441,25.0,2
59.3456041021825,18.0727194808592,128.782974243164,25.0,2
59.3455918646039,18.0727416090836,144.415466308594,25.0,2
59.3455787050159,18.0727611389179,146.28645324707,25.0,3
59.3455679761799,18.0727810878475,140.815933227539,25.0,3
59.3455574568914,18.0727998633106,152.522903442383,25.0,3
59.3455473147885,18.072811597975,209.465774536133,25.0,3
59.3455379689665,18.0728224106301,106.235527038574,25.0,3
59.3455319339962,18.0728415213694,84.0861511230469,25.0,3
59.3455277430446,18.0728686787356,34.6913909912109,25.0,3
59.3455211213411,18.0728995241393,123.662139892578,25.0,3
59.3455126975284,18.0729283578862,131.293228149414,25.0,3
59.3455020525114,18.072951659577,162.76741027832,25.0,3
59.3454913236753,18.0729752127249,103.909645080566,25.0,3
59.3454832351388,18.0729968380351,92.9482421875,25.0,3
59.3454832351388,18.0729968380351,39.4766616821289,25.0,3
59.3454817263962,18.0730114225466,55.9328727722168,25.0,3
59.3454860011668,18.0730136856605,111.455741882324,25.0,3
59.3454907788516,18.0730180442502,123.886032104492,25.0,3
59.3454912398563,18.0730234924872,214.257308959961,25.0,3
59.3454912398563,18.0730234924872,179.716156005859,25.0,3
59.3454887671949,18.0730303656478,108.580589294434,25.0,3
59.3454845343338,18.0730358138849,111.124565124512,25.0,3
59.3454805110203,18.073041345941,61.5526351928711,25.0,3
59.3454805110203,18.073041345941,43.9660797119141,25.0,3
59.3454805110203,18.073041345941,98.8411865234375,25.0,3
59.3454805110203,18.073041345941,106.512138366699,25.0,3
59.3454805110203,18.073041345941,151.215713500977,25.0,3
59.3454805110203,18.073041345941,109.403060913086,25.0,3
59.3454805110203,18.073041345941,203.644058227539,25.0,3
59.3454805110203,18.073041345941,109.358665466309,25.0,3
59.3454805110203,18.073041345941,113.850395202637,25.0,3
59.3454651721375,18.0730721075256,110.202919006348,25.0,3
59.3454566225962,18.0731012765486,110.114570617676,25.0,3
59.3454488693358,18.0731322895904,108.570350646973,25.0,3
59.3454407388897,18.0731581896712,110.390464782715,25.0,3
59.3454332789959,18.0731849279423,80.3435516357422,25.0,3
59.3454271602066,18.0732101574708,102.487480163574,25.0,3
59.3454199098603,18.0732356384565,113.189895629883,25.0,3
59.3454128271521,18.0732610356231,111.087860107422,25.0,3
59.3454047805251,18.0732850078662,113.35181427002,25.0,3
59.3453961471648,18.0733128357847,115.491157531738,25.0,3
59.3453899445565,18.0733342934568,113.183265686035,25.0,3
59.3453858793334,18.0733494647016,118.485069274902,25.0,3
59.345380808282,18.0733714252879,117.319641113281,25.0,3
59.3453770364256,18.0733952298929,122.028915405273,5.0,3
59.3453733064787,18.0734148435463,137.254898071289,5.0,3
59.3453679001511,18.0734345410187,118.63298034668,5.0,3
59.3453590991528,18.073456333967,116.798187255859,5.0,3
59.3453484960453,18.0734816473146,117.387001037598,25.0,3
59.3453380186663,18.0735128279944,118.748275756836,25.0,3
59.3453296367632,18.0735420808364,123.193824768066,25.0,3
59.3453217158647,18.0735682323743,122.637733459473,5.0,3
59.3453123700426,18.0736021790822,112.199935913086,5.0,3
59.3453062093438,18.0736301746388,103.191390991211,5.0,3
59.3453044491441,18.0736531410535,106.800483703613,5.0,3
59.345301515478,18.0736805498768,110.334854125977,5.0,3
59.3452980788977,18.0737066175957,107.573768615723,5.0,3
59.3452928821178,18.0737287458201,123.625541687012,5.0,3
59.3452852126764,18.0737493653019,125.234115600586,5.0,3
59.3452757830353,18.0737651232798,114.698295593262,5.0,3
59.3452676944987,18.0737808812578,131.624282836914,5.0,3
59.3452584324957,18.0738008301873,132.031921386719,5.0,3
59.3452507630543,18.0738205276598,132.354629516602,5.0,3
59.3452439318032,18.07383955458,128.28678894043,5.0,3
59.3452389864804,18.0738534685393,126.603187561035,5.0,3
59.3452308141248,18.0738716572691,121.944725036621,5.0,3
59.3452205882029,18.0738931987603,117.497436523438,10.0,3
59.3452120805712,18.073916332813,123.401298522949,10.0,3
59.345204914044,18.0739417299797,120.069183349609,5.0,3
59.3452003878163,18.0739609245379,111.730285644531,5.0,3
59.3451955263124,18.0739802029152,129.842224121094,25.0,3
59.3451879825996,18.0740097072144,143.660858154297,25.0,3
59.3451809418009,18.0740372836758,115.696571350098,25.0,3
59.3451750325592,18.0740693025459,115.25708770752,25.0,3
59.3451690394984,18.0741104576905,115.035781860352,25.0,3
59.3451639265375,18.0741510261019,120.974990844727,25.0,4
59.3451581430243,18.074185811,120.758422851562,25.0,4
59.3451513955922,18.0742167402227,113.165168762207,25.0,4
59.345144145246,18.0742493458261,114.551124572754,25.0,4
59.3451355118857,18.0742832087149,119.402542114258,25.0,4
59.3451280939014,18.0743110366334,118.18285369873,25.0,4
59.3451210531027,18.0743348412384,117.545761108398,25.0,4
59.3451135512994,18.074360322224,125.165473937988,25.0,4
59.3451070134149,18.0743881501426,127.260383605957,25.0,4
59.3451040797488,18.0744141340424,121.059272766113,25.0,4
59.3451023195492,18.0744332447816,151.6240234375,25.0,4
59.3450973323168,18.0744543671776,116.202903747559,25.0,4
59.3450876931281,18.0744801834394,189.04475402832,25.0,4
59.34507801203,18.0745100230147,190.265411376953,25.0,4
59.3450720189692,18.0745382700284,238.636978149414,25.0,4
59.3450682471128,18.0745666008611,135.985916137695,25.0,4
59.345063637066,18.0745937582274,54.7648086547852,25.0,4
59.3450615834997,18.074608678015,324.964691162109,25.0,4
59.3450605776714,18.0746148806234,274.747375488281,25.0,4
59.3450544169725,18.074619155394,183.763854980469,25.0,4
59.3450475438119,18.0746304709633,100.873725891113,25.0,4
59.3450425984891,18.0746494978835,108.235153198242,25.0,4
59.3450375274376,18.0746712908317,113.108924865723,25.0,4
59.3450350547762,18.0747015495022,112.055839538574,25.0,4
59.3450324982957,18.0747325625439,113.628730773926,25.0,4
59.3450307380961,18.0747598037292,115.432418823242,25.0,4
59.3450273853348,18.0747888889332,124.167007446289,25.0,4
59.3450235296593,18.0748184770514,120.114418029785,25.0,4
59.3450195482553,18.0748479813506,118.300338745117,25.0,4
59.3450148543896,18.0748772341926,118.031150817871,25.0,4
59.3450075202243,18.0749076605011,111.399993896484,25.0,4
59.3449996412353,18.0749354046006,112.045310974121,25.0,4
59.3449931033508,18.0749577004631,120.851058959961,25.0,4
59.3449863559188,18.0749849416484,117.022605895996,25.0,4
59.344979063663,18.075012937205,124.150024414062,25.0,4
59.3449712684931,18.0750359036197,122.055168151855,25.0,4
59.344961838852,18.0750695988704,120.628005981445,25.0,4
59.3449516548396,18.0751052219589,116.915115356445,25.0,4
59.3449418899225,18.0751403421332,111.436958312988,25.0,4
59.3449317478196,18.0751785636117,113.828804016113,25.0,4
59.3449220248119,18.0752144381572,112.311363220215,25.0,4
59.3449136848183,18.0752491392364,121.245574951172,25.0,4
59.3449064763816,18.0752865225245,129.962158203125,25.0,4
59.3449005252303,18.0753178708424,111.827545166016,25.0,4
59.3448952865408,18.0753449443896,123.096733093262,25.0,4
59.3448887486563,18.0753710959275,114.404426574707,25.0,4
59.3448797381104,18.0754054617305,121.47265625,25.0,4
59.3448705180169,18.0754406657238,121.85408782959,25.0,4
59.3448637705849,18.0754717625846,124.349487304688,25.0,4
59.3448570231528,18.0755005125125,125.188659667969,25.0,4
59.3448497308971,18.07553102264,126.957328796387,25.0,4
59.3448423967318,18.0755645502527,121.520217895508,5.0,4
59.344835104476,18.0756001733412,115.6337890625,25.0,4
59.344827141668,18.0756335333158,117.068740844727,25.0,4
59.34481917886,18.0756637919863,118.030151367188,5.0,4
59.3448133953468,18.0756891891529,110.571380615234,5.0,4
59.3448081147478,18.0757125746627,114.781631469727,5.0,4
59.3448014930443,18.07573445143,116.734375,5.0,4
59.3447911833034,18.0757716670801,117.514976501465,5.0,4
59.3447822984861,18.0757945496757,122.420791625977,5.0,4
59.3447758444206,18.0758130736817,116.713523864746,5.0,4
59.3447687198029,18.0758338608016,111.628349304199,5.0,4
59.3447615113662,18.0758537259121,122.265144348145,5.0,4
59.3447549315722,18.0758748483081,130.465042114258,5.0,4
59.3447489385114,18.0758963059802,131.561477661133,5.0,4
59.3447421910794,18.075922206061,132.173782348633,5.0,4
59.3447347311856,18.0759528838266,122.517021179199,25.0,4
59.3447285704867,18.0759736709465,126.824317932129,25.0,4
59.3447239185305,18.075990937667,98.7462005615234,5.0,4
59.3447198533074,18.0760088749398,97.7147369384766,5.0,4
59.344715997632,18.0760244652797,117.640747070312,5.0,4
59.3447128125088,18.0760407261719,111.156280517578,5.0,4
59.3447084958286,18.0760600883682,111.87606048584,5.0,4
59.3447023351298,18.0760852340777,110.276252746582,5.0,4
59.3446959229739,18.0761126429011,114.98991394043,5.0,4
59.3446900975512,18.0761396326293,133.306060791016,5.0,5
59.344684397857,18.0761620961298,124.974128723145,25.0,5
59.344679033439,18.0761833023448,123.94116973877,25.0,5
59.3446732918353,18.0762018263508,131.645324707031,25.0,5
59.3446683465124,18.0762202665378,88.1956329345703,25.0,5
59.3446676759602,18.0762434844096,346.686187744141,25.0,5
59.3446713639976,18.0762565601785,359.558471679688,25.0,5
59.3446767703251,18.0762651097198,68.1567916870117,25.0,5
59.3446803745435,18.07627374308,77.5515823364258,25.0,5
59.3446805421816,18.076286818849,81.3083419799805,25.0,5
59.3446805421816,18.0763034150173,69.8746109008789,25.0,5
59.3446806260006,18.0763176642527,3.2638635635376,5.0,5
59.3446801649959,18.0763260461558,309.434509277344,5.0,5
59.3446828472049,18.076326381432,299.862091064453,5.0,5
59.344688211623,18.0763174127956,351.527130126953,5.0,5
59.3446878763468,18.0762982182373,340.0615234375,5.0,5
59.3446866609709,18.0762803647835,316.180847167969,5.0,5
59.3446875410707,18.0762620084156,331.916961669922,5.0,5
59.3446972221689,18.0762444064189,5.1996545791626,5.0,5
59.3447109684901,18.0762355216016,9.21153163909912,5.0,5
59.3447256787301,18.0762309115548,352.329010009766,25.0,5
59.3447443703742,18.0762294028123,354.331420898438,5.0,5
59.3447625171946,18.0762262176891,349.822906494141,5.0,5
59.3447802449198,18.0762237869371,355.672424316406,5.0,5
59.3447950389789,18.0762223620136,355.766326904297,5.0,5
59.3448079890193,18.0762210209091,336.575958251953,5.0,5
59.3448199332313,18.0762190930714,359.957214355469,5.0,5
59.3448357750283,18.0762138962914,332.810363769531,10.0,5
